Order_ID,Order_Date,Customer_ID,Customer_Region,Customer_City,Product_Category,Product_Name,Supplier_Name,Shipping_Mode,Warehouse_Location,Quantity,Unit_Price,Total_Revenue,Expected_Delivery_Days,Actual_Delivery_Days,Delay_Days,Delivery_Status,Return_Status,Customer_Rating
ORD00414,2022-05-06,CUST2863,North,Chandigarh,Furniture,Wardrobe,SwiftVendors,Air,Kolkata WH,2,638.43,1276.86,4,4,0,On-Time,Not Returned,4
ORD00415,2023-01-06,CUST2168,East,Kolkata,Grocery,Oil,QuickMart Ltd,Air,Delhi WH,19,3835.36,72871.84,4,6,2,Delayed,Not Returned,3
ORD00416,2023-01-29,CUST2732,West,Pune,Grocery,Sugar,MegaSource Inc,Road,Bangalore WH,9,3371.72,30345.48,4,4,0,On-Time,Returned,4
ORD00417,2022-09-27,CUST3853,South,Bangalore,Furniture,Bed,FastSupply Co,Air,Delhi WH,7,2204.85,15433.95,9,14,5,Delayed,Returned,3
ORD00418,2023-10-30,CUST4921,West,Ahmedabad,Electronics,Headphones,ReliableGoods,Rail,Bangalore WH,4,2769.08,11076.32,6,6,0,On-Time,Not Returned,4
ORD00419,2023-05-08,CUST3992,East,Kolkata,Sports,Cricket Bat,QuickMart Ltd,Air,Hyderabad WH,18,1594.32,28697.76,4,4,0,On-Time,Not Returned,5
ORD00420,2023-06-29,CUST4208,East,Guwahati,Grocery,Sugar,QuickMart Ltd,Rail,Bangalore WH,13,2438.38,31698.94,3,3,0,On-Time,Not Returned,4
ORD00421,2023-10-19,CUST3276,East,Guwahati,Grocery,Rice,QuickMart Ltd,Rail,Delhi WH,11,2558.03,28138.33,3,5,2,Delayed,Not Returned,4
ORD00422,2022-08-24,CUST3711,Central,Raipur,Furniture,Bed,QuickMart Ltd,Rail,Delhi WH,4,1966.82,7867.28,8,7,-1,Early,Not Returned,4
ORD00423,2023-05-08,CUST3942,Central,Indore,Sports,Cricket Bat,ReliableGoods,Road,Delhi WH,4,4537.53,18150.12,7,7,0,On-Time,Not Returned,4
ORD00424,2023-11-12,CUST2993,North,Chandigarh,Electronics,Mobile,QuickMart Ltd,Road,Delhi WH,10,129.51,1295.1,6,6,0,On-Time,Not Returned,5
ORD00425,2022-03-04,CUST1634,East,Patna,Clothing,Saree,QuickMart Ltd,Air,Delhi WH,5,3921.75,19608.75,9,16,7,Delayed,Returned,2
ORD00426,2022-08-10,CUST1777,East,Kolkata,Electronics,Camera,FastSupply Co,Sea,Kolkata WH,9,665.7,5991.3,8,8,0,On-Time,Not Returned,5
ORD00427,2022-04-11,CUST2215,South,Bangalore,Furniture,Chair,MegaSource Inc,Sea,Delhi WH,3,3997.86,11993.58,3,4,1,Delayed,Not Returned,4
ORD00428,2023-05-14,CUST1891,North,Delhi,Grocery,Rice,QuickMart Ltd,Road,Hyderabad WH,17,3098.76,52678.92,6,6,0,On-Time,Not Returned,4
ORD00429,2022-11-22,CUST4967,North,Delhi,Sports,Cycle,FastSupply Co,Road,Delhi WH,3,4224.23,12672.69,6,6,0,On-Time,Not Returned,5
ORD00430,2022-11-11,CUST1239,West,Pune,Grocery,Sugar,SwiftVendors,Road,Hyderabad WH,16,532.7,8523.2,7,9,2,Delayed,Not Returned,3
ORD00431,2022-08-22,CUST3372,East,Kolkata,Furniture,Chair,ReliableGoods,Air,Hyderabad WH,4,2816.95,11267.8,6,8,2,Delayed,Not Returned,4
ORD00432,2023-06-27,CUST4013,South,Hyderabad,Electronics,Tablet,ReliableGoods,Road,Hyderabad WH,18,2530.39,45547.02,4,4,0,On-Time,Not Returned,5
ORD00433,2022-01-17,CUST3220,West,Ahmedabad,Grocery,Sugar,ReliableGoods,Sea,Delhi WH,17,3545.66,60276.22,6,6,0,On-Time,Not Returned,5
ORD00434,2022-07-10,CUST1249,Central,Nagpur,Clothing,T-Shirt,SwiftVendors,Air,Mumbai WH,7,2694.74,18863.18,7,10,3,Delayed,Returned,1
ORD00435,2023-03-29,CUST4063,East,Guwahati,Furniture,Chair,SwiftVendors,Sea,Bangalore WH,5,2726.64,13633.2,8,8,0,On-Time,Not Returned,4
ORD00436,2022-10-31,CUST2284,North,Delhi,Electronics,Headphones,SwiftVendors,Air,Bangalore WH,12,2176.5,26118.0,7,12,5,Delayed,Returned,3
ORD00437,2022-03-16,CUST1234,East,Bhubaneswar,Sports,Football,QuickMart Ltd,Rail,Kolkata WH,17,1578.73,26838.41,9,9,0,On-Time,Not Returned,4
ORD00438,2022-11-05,CUST1205,East,Kolkata,Electronics,Headphones,ReliableGoods,Sea,Delhi WH,13,2437.21,31683.73,7,7,0,On-Time,Not Returned,5
ORD00439,2023-05-31,CUST3392,Central,Nagpur,Clothing,Saree,QuickMart Ltd,Road,Bangalore WH,3,636.54,1909.62,3,10,7,Delayed,Not Returned,2
ORD00440,2022-11-29,CUST2952,South,Chennai,Grocery,Pulses,SwiftVendors,Rail,Delhi WH,9,4809.49,43285.41,4,5,1,Delayed,Returned,3
ORD00441,2023-12-24,CUST3059,South,Kochi,Electronics,Camera,SwiftVendors,Rail,Delhi WH,17,3586.33,60967.61,3,3,0,On-Time,Not Returned,4
ORD00442,2023-04-16,CUST4765,South,Bangalore,Clothing,Jeans,ReliableGoods,Air,Delhi WH,17,4764.71,81000.07,8,9,1,Delayed,Not Returned,3
ORD00443,2023-11-19,CUST4492,West,Ahmedabad,Clothing,T-Shirt,SwiftVendors,Air,Kolkata WH,16,1172.3,18756.8,5,5,0,On-Time,Not Returned,4
ORD00444,2022-07-05,CUST3175,South,Kochi,Clothing,Saree,ReliableGoods,Air,Kolkata WH,13,4402.74,57235.62,8,8,0,On-Time,Not Returned,5
ORD00445,2023-01-28,CUST1644,West,Ahmedabad,Furniture,Table,MegaSource Inc,Air,Mumbai WH,19,4053.51,77016.69,4,2,-2,Early,Not Returned,5
ORD00446,2022-02-21,CUST1232,Central,Indore,Furniture,Table,MegaSource Inc,Air,Hyderabad WH,17,3401.9,57832.3,6,8,2,Delayed,Not Returned,3
ORD00447,2022-06-15,CUST4935,East,Patna,Electronics,Tablet,MegaSource Inc,Air,Bangalore WH,4,3143.89,12575.56,7,8,1,Delayed,Not Returned,4
ORD00448,2023-07-31,CUST3080,West,Surat,Electronics,Camera,ReliableGoods,Air,Mumbai WH,12,1616.92,19403.04,5,5,0,On-Time,Not Returned,4
ORD00449,2022-06-26,CUST1328,Central,Bhopal,Electronics,Laptop,MegaSource Inc,Rail,Kolkata WH,9,4091.23,36821.07,4,4,0,On-Time,Not Returned,4
ORD00450,2022-12-07,CUST4487,West,Ahmedabad,Grocery,Sugar,MegaSource Inc,Road,Kolkata WH,19,2532.5,48117.5,3,3,0,On-Time,Not Returned,4
ORD00451,2022-09-23,CUST1761,Central,Bhopal,Grocery,Oil,QuickMart Ltd,Air,Mumbai WH,12,400.91,4810.92,7,7,0,On-Time,Not Returned,5
ORD00452,2023-02-08,CUST1280,South,Bangalore,Electronics,Laptop,MegaSource Inc,Air,Mumbai WH,9,1598.67,14388.03,8,10,2,Delayed,Not Returned,4
ORD00453,2023-12-03,CUST3437,South,Chennai,Sports,Cycle,SwiftVendors,Road,Hyderabad WH,7,4679.72,32758.04,3,3,0,On-Time,Not Returned,5
ORD00454,2023-06-25,CUST1278,Central,Raipur,Furniture,Sofa,MegaSource Inc,Sea,Kolkata WH,14,4260.87,59652.18,4,7,3,Delayed,Returned,2
ORD00455,2023-02-17,CUST3765,North,Jaipur,Furniture,Table,FastSupply Co,Air,Mumbai WH,19,4910.43,93298.17,4,4,0,On-Time,Not Returned,4
ORD00456,2022-06-01,CUST4530,Central,Bhopal,Clothing,Jacket,QuickMart Ltd,Sea,Hyderabad WH,15,3158.57,47378.55,8,8,0,On-Time,Not Returned,5
ORD00457,2023-04-07,CUST1963,West,Surat,Electronics,Tablet,MegaSource Inc,Rail,Delhi WH,16,1275.17,20402.72,5,5,0,On-Time,Not Returned,5
ORD00458,2022-07-10,CUST2653,Central,Nagpur,Grocery,Flour,QuickMart Ltd,Air,Kolkata WH,5,855.93,4279.65,8,8,0,On-Time,Not Returned,5
ORD00459,2023-07-23,CUST1491,East,Bhubaneswar,Clothing,T-Shirt,SwiftVendors,Air,Hyderabad WH,3,975.23,2925.69,6,6,0,On-Time,Not Returned,5
ORD00460,2023-06-13,CUST4856,North,Lucknow,Furniture,Sofa,SwiftVendors,Road,Kolkata WH,12,147.99,1775.88,3,2,-1,Early,Not Returned,4
ORD00461,2022-11-04,CUST4646,Central,Indore,Electronics,Headphones,QuickMart Ltd,Rail,Mumbai WH,4,1983.88,7935.52,5,5,0,On-Time,Not Returned,4
ORD00462,2022-02-16,CUST3333,North,Delhi,Furniture,Wardrobe,FastSupply Co,Rail,Hyderabad WH,16,997.57,15961.12,7,14,7,Delayed,Returned,1
ORD00463,2023-04-05,CUST2008,North,Delhi,Sports,Yoga Mat,SwiftVendors,Sea,Delhi WH,7,2087.69,14613.83,9,9,0,On-Time,Not Returned,5
ORD00464,2023-03-03,CUST3371,Central,Nagpur,Clothing,Jeans,ReliableGoods,Air,Delhi WH,13,4678.22,60816.86,6,4,-2,Early,Returned,5
ORD00465,2023-03-15,CUST3435,Central,Indore,Electronics,Camera,SwiftVendors,Rail,Kolkata WH,10,2181.17,21811.7,5,5,0,On-Time,Not Returned,4
ORD00466,2022-09-14,CUST1162,South,Kochi,Sports,Cycle,MegaSource Inc,Rail,Mumbai WH,7,4396.02,30772.14,9,16,7,Delayed,Returned,2
ORD00467,2022-05-20,CUST3536,Central,Nagpur,Sports,Yoga Mat,FastSupply Co,Rail,Mumbai WH,14,3047.25,42661.5,9,9,0,On-Time,Not Returned,4
ORD00468,2022-01-11,CUST1335,Central,Bhopal,Grocery,Pulses,SwiftVendors,Road,Mumbai WH,5,1273.3,6366.5,3,5,2,Delayed,Not Returned,3
ORD00469,2023-04-02,CUST2717,South,Bangalore,Electronics,Mobile,QuickMart Ltd,Air,Kolkata WH,3,1811.48,5434.44,4,9,5,Delayed,Not Returned,1
ORD00470,2023-10-31,CUST3692,South,Kochi,Grocery,Oil,MegaSource Inc,Road,Mumbai WH,11,465.4,5119.4,7,7,0,On-Time,Not Returned,4
ORD00471,2023-01-22,CUST3390,East,Kolkata,Sports,Yoga Mat,SwiftVendors,Sea,Delhi WH,11,1700.64,18707.04,8,8,0,On-Time,Not Returned,4
ORD00472,2023-12-01,CUST3315,Central,Nagpur,Electronics,Mobile,QuickMart Ltd,Rail,Kolkata WH,18,3403.83,61268.94,3,3,0,On-Time,Not Returned,4
ORD00473,2022-07-31,CUST3141,West,Surat,Electronics,Tablet,ReliableGoods,Sea,Mumbai WH,15,406.95,6104.25,6,13,7,Delayed,Returned,2
ORD00474,2022-05-28,CUST2295,North,Jaipur,Electronics,Camera,MegaSource Inc,Air,Bangalore WH,12,1066.74,12800.88,9,9,0,On-Time,Not Returned,4
ORD00475,2023-05-05,CUST4828,South,Hyderabad,Electronics,Mobile,SwiftVendors,Road,Hyderabad WH,9,1938.13,17443.17,6,6,0,On-Time,Not Returned,4
ORD00476,2022-03-11,CUST2068,Central,Raipur,Grocery,Sugar,FastSupply Co,Road,Delhi WH,10,4911.15,49111.5,9,9,0,On-Time,Not Returned,4
ORD00477,2023-12-25,CUST1836,West,Pune,Furniture,Sofa,ReliableGoods,Rail,Hyderabad WH,12,3935.07,47220.84,4,4,0,On-Time,Not Returned,5
ORD00478,2022-07-31,CUST3743,North,Delhi,Electronics,Laptop,SwiftVendors,Air,Hyderabad WH,17,3680.76,62572.92,4,7,3,Delayed,Not Returned,2
ORD00479,2022-12-13,CUST3933,Central,Bhopal,Clothing,Saree,ReliableGoods,Rail,Delhi WH,6,625.15,3750.9,7,7,0,On-Time,Not Returned,4
ORD00480,2022-08-02,CUST2286,West,Ahmedabad,Electronics,Camera,ReliableGoods,Sea,Mumbai WH,7,3915.93,27411.51,8,9,1,Delayed,Not Returned,4
ORD00481,2023-07-16,CUST1977,North,Jaipur,Grocery,Flour,SwiftVendors,Sea,Kolkata WH,14,3937.08,55119.12,7,12,5,Delayed,Not Returned,2
ORD00482,2023-02-15,CUST2087,West,Ahmedabad,Electronics,Camera,ReliableGoods,Air,Kolkata WH,13,3025.46,39330.98,4,4,0,On-Time,Not Returned,5
ORD00483,2023-05-03,CUST2621,South,Bangalore,Furniture,Table,FastSupply Co,Sea,Bangalore WH,8,4952.29,39618.32,4,5,1,Delayed,Not Returned,3
ORD00484,2023-03-04,CUST1536,Central,Raipur,Sports,Cycle,QuickMart Ltd,Sea,Hyderabad WH,10,1660.01,16600.1,6,6,0,On-Time,Not Returned,4
ORD00485,2023-12-10,CUST3751,West,Mumbai,Grocery,Flour,FastSupply Co,Air,Bangalore WH,9,4709.3,42383.7,4,5,1,Delayed,Not Returned,4
ORD00486,2022-05-22,CUST3643,West,Pune,Electronics,Laptop,SwiftVendors,Air,Kolkata WH,18,4577.92,82402.56,5,5,0,On-Time,Returned,5
ORD00487,2023-01-02,CUST2228,Central,Bhopal,Electronics,Mobile,ReliableGoods,Air,Kolkata WH,2,106.83,213.66,9,11,2,Delayed,Not Returned,3
ORD00488,2023-09-11,CUST2872,North,Chandigarh,Electronics,Camera,SwiftVendors,Air,Delhi WH,5,2278.08,11390.4,3,3,0,On-Time,Not Returned,5
ORD00489,2022-05-09,CUST2295,Central,Indore,Sports,Cycle,FastSupply Co,Rail,Bangalore WH,5,4886.67,24433.35,4,4,0,On-Time,Returned,4
ORD00490,2022-08-12,CUST4805,West,Ahmedabad,Electronics,Headphones,MegaSource Inc,Road,Kolkata WH,6,560.45,3362.7,7,7,0,On-Time,Not Returned,5
ORD00491,2023-06-26,CUST4079,East,Kolkata,Furniture,Wardrobe,ReliableGoods,Sea,Bangalore WH,19,2761.53,52469.07,8,8,0,On-Time,Not Returned,5
ORD00492,2023-03-18,CUST4832,North,Chandigarh,Grocery,Sugar,QuickMart Ltd,Rail,Delhi WH,8,4895.84,39166.72,9,11,2,Delayed,Not Returned,4
ORD00493,2023-06-01,CUST1297,West,Ahmedabad,Grocery,Flour,FastSupply Co,Rail,Delhi WH,16,2799.7,44795.2,9,9,0,On-Time,Not Returned,4
ORD00494,2023-05-02,CUST1038,East,Kolkata,Electronics,Headphones,MegaSource Inc,Air,Delhi WH,13,989.59,12864.67,8,9,1,Delayed,Not Returned,4
ORD00495,2023-09-14,CUST2877,North,Jaipur,Sports,Cycle,FastSupply Co,Rail,Delhi WH,1,2931.81,2931.81,8,8,0,On-Time,Returned,5
ORD00496,2022-02-23,CUST3544,South,Bangalore,Grocery,Flour,MegaSource Inc,Rail,Delhi WH,17,1061.98,18053.66,9,10,1,Delayed,Not Returned,3
ORD00497,2023-02-21,CUST3306,Central,Bhopal,Clothing,Jacket,SwiftVendors,Road,Delhi WH,7,2622.54,18357.78,5,5,0,On-Time,Not Returned,4
ORD00498,2023-11-19,CUST1409,North,Delhi,Sports,Cycle,MegaSource Inc,Sea,Delhi WH,13,416.51,5414.63,7,7,0,On-Time,Not Returned,4
ORD00499,2023-12-12,CUST1300,North,Jaipur,Sports,Cycle,FastSupply Co,Sea,Hyderabad WH,4,3047.14,12188.56,5,5,0,On-Time,Not Returned,4
ORD00500,2022-01-31,CUST3202,West,Pune,Electronics,Laptop,SwiftVendors,Air,Mumbai WH,4,2608.11,10432.44,4,6,2,Delayed,Not Returned,4
ORD00501,2022-09-27,CUST1873,East,Patna,Grocery,Pulses,ReliableGoods,Road,Mumbai WH,6,3713.8,22282.8,3,3,0,On-Time,Not Returned,4
ORD00502,2023-06-14,CUST3072,North,Delhi,Grocery,Rice,ReliableGoods,Sea,Hyderabad WH,19,3171.97,60267.43,8,13,5,Delayed,Not Returned,2
ORD00503,2023-06-20,CUST2086,Central,Nagpur,Grocery,Flour,QuickMart Ltd,Road,Bangalore WH,12,2770.55,33246.6,7,12,5,Delayed,Returned,2
ORD00504,2023-02-07,CUST1542,North,Chandigarh,Grocery,Rice,ReliableGoods,Rail,Bangalore WH,7,3464.41,24250.87,8,8,0,On-Time,Not Returned,5
ORD00505,2023-08-29,CUST4822,North,Jaipur,Sports,Football,QuickMart Ltd,Road,Delhi WH,10,762.51,7625.1,5,6,1,Delayed,Returned,4
ORD00506,2023-11-27,CUST2429,West,Mumbai,Sports,Dumbbells,ReliableGoods,Rail,Bangalore WH,19,2997.03,56943.57,6,6,0,On-Time,Not Returned,5
ORD00507,2022-08-28,CUST4608,North,Lucknow,Electronics,Headphones,MegaSource Inc,Rail,Hyderabad WH,7,901.95,6313.65,4,4,0,On-Time,Returned,5
ORD00508,2022-06-30,CUST1281,East,Kolkata,Furniture,Table,SwiftVendors,Air,Hyderabad WH,3,4631.33,13893.99,3,5,2,Delayed,Not Returned,3
ORD00509,2022-02-28,CUST4601,West,Mumbai,Electronics,Camera,MegaSource Inc,Rail,Delhi WH,13,388.25,5047.25,4,5,1,Delayed,Not Returned,4
ORD00510,2023-12-12,CUST2000,South,Hyderabad,Grocery,Pulses,MegaSource Inc,Rail,Delhi WH,13,2180.36,28344.68,6,7,1,Delayed,Not Returned,3
ORD00511,2022-12-09,CUST2513,South,Bangalore,Sports,Yoga Mat,QuickMart Ltd,Road,Delhi WH,18,3494.2,62895.6,3,3,0,On-Time,Returned,4
ORD00512,2023-01-15,CUST2167,West,Mumbai,Furniture,Table,SwiftVendors,Sea,Bangalore WH,8,2317.21,18537.68,6,6,0,On-Time,Not Returned,5
ORD00513,2022-08-29,CUST1646,East,Bhubaneswar,Sports,Dumbbells,SwiftVendors,Air,Kolkata WH,9,505.87,4552.83,4,4,0,On-Time,Not Returned,4
ORD00514,2022-09-23,CUST2794,West,Surat,Clothing,Shoes,ReliableGoods,Air,Mumbai WH,7,2789.23,19524.61,5,7,2,Delayed,Not Returned,4
ORD00515,2022-01-07,CUST4415,West,Pune,Electronics,Camera,QuickMart Ltd,Sea,Kolkata WH,1,3226.08,3226.08,9,9,0,On-Time,Not Returned,4
ORD00516,2022-12-22,CUST3225,West,Ahmedabad,Electronics,Headphones,SwiftVendors,Air,Delhi WH,3,3533.77,10601.31,4,6,2,Delayed,Not Returned,4
ORD00517,2022-01-27,CUST3881,West,Ahmedabad,Electronics,Laptop,SwiftVendors,Sea,Hyderabad WH,13,1897.64,24669.32,4,4,0,On-Time,Not Returned,4
ORD00518,2023-12-05,CUST2239,North,Jaipur,Sports,Cycle,MegaSource Inc,Road,Bangalore WH,17,2840.12,48282.04,4,4,0,On-Time,Not Returned,4
ORD00519,2023-06-22,CUST3505,Central,Nagpur,Electronics,Mobile,FastSupply Co,Road,Delhi WH,1,2280.9,2280.9,7,7,0,On-Time,Not Returned,5
ORD00520,2023-09-11,CUST4305,South,Chennai,Sports,Cycle,SwiftVendors,Sea,Bangalore WH,6,3376.68,20260.08,6,6,0,On-Time,Not Returned,5
ORD00521,2022-05-29,CUST3678,East,Guwahati,Clothing,T-Shirt,FastSupply Co,Sea,Mumbai WH,6,2938.61,17631.66,6,6,0,On-Time,Not Returned,5
ORD00522,2023-05-01,CUST3166,North,Lucknow,Sports,Cycle,MegaSource Inc,Rail,Kolkata WH,12,2652.49,31829.88,8,11,3,Delayed,Not Returned,2
ORD00523,2022-07-24,CUST1032,South,Bangalore,Clothing,Shoes,SwiftVendors,Air,Delhi WH,13,1285.15,16706.95,6,11,5,Delayed,Not Returned,3
ORD00524,2023-08-15,CUST3735,Central,Raipur,Sports,Cycle,FastSupply Co,Road,Kolkata WH,13,59.99,779.87,8,8,0,On-Time,Not Returned,4
ORD00525,2023-03-05,CUST4346,West,Mumbai,Furniture,Chair,FastSupply Co,Road,Delhi WH,15,911.7,13675.5,7,7,0,On-Time,Not Returned,4
ORD00526,2022-03-27,CUST3271,Central,Indore,Furniture,Chair,SwiftVendors,Air,Mumbai WH,16,629.48,10071.68,5,5,0,On-Time,Returned,5
ORD00527,2022-12-02,CUST2226,South,Kochi,Grocery,Rice,FastSupply Co,Air,Mumbai WH,11,2272.97,25002.67,8,13,5,Delayed,Not Returned,3
ORD00528,2023-09-03,CUST4816,South,Hyderabad,Grocery,Sugar,SwiftVendors,Rail,Hyderabad WH,5,3080.68,15403.4,4,4,0,On-Time,Not Returned,5
ORD00529,2023-04-06,CUST3717,North,Jaipur,Sports,Cricket Bat,ReliableGoods,Air,Mumbai WH,4,1104.77,4419.08,5,12,7,Delayed,Not Returned,2
ORD00530,2023-03-16,CUST1424,North,Chandigarh,Grocery,Sugar,QuickMart Ltd,Air,Bangalore WH,3,4698.33,14094.99,9,9,0,On-Time,Not Returned,5
ORD00531,2022-09-21,CUST4845,East,Bhubaneswar,Clothing,Shoes,QuickMart Ltd,Sea,Kolkata WH,19,83.08,1578.52,7,7,0,On-Time,Not Returned,4
ORD00532,2022-01-10,CUST4596,West,Ahmedabad,Clothing,T-Shirt,QuickMart Ltd,Rail,Kolkata WH,18,3872.89,69712.02,6,13,7,Delayed,Returned,2
ORD00533,2022-11-18,CUST1550,Central,Raipur,Clothing,Saree,SwiftVendors,Air,Bangalore WH,15,3144.76,47171.4,8,8,0,On-Time,Not Returned,4
ORD00534,2022-07-16,CUST2083,West,Surat,Electronics,Camera,QuickMart Ltd,Air,Mumbai WH,9,1899.1,17091.9,4,4,0,On-Time,Not Returned,4
ORD00535,2023-11-30,CUST1472,Central,Raipur,Electronics,Tablet,QuickMart Ltd,Rail,Delhi WH,17,299.92,5098.64,3,3,0,On-Time,Not Returned,4
ORD00536,2023-11-03,CUST4644,West,Pune,Clothing,Saree,FastSupply Co,Rail,Mumbai WH,14,3156.06,44184.84,9,9,0,On-Time,Not Returned,5
ORD00537,2022-11-26,CUST1438,South,Chennai,Furniture,Chair,ReliableGoods,Road,Kolkata WH,15,1958.79,29381.85,3,3,0,On-Time,Not Returned,4
ORD00538,2023-02-26,CUST4040,South,Bangalore,Sports,Cricket Bat,FastSupply Co,Sea,Bangalore WH,1,4684.52,4684.52,5,6,1,Delayed,Not Returned,3
ORD00539,2023-04-07,CUST3266,West,Surat,Grocery,Pulses,MegaSource Inc,Sea,Delhi WH,3,2732.85,8198.55,6,8,2,Delayed,Not Returned,4
ORD00540,2022-03-01,CUST1636,East,Patna,Sports,Dumbbells,FastSupply Co,Road,Hyderabad WH,16,4701.27,75220.32,3,3,0,On-Time,Not Returned,5
ORD00541,2023-05-01,CUST2115,South,Hyderabad,Furniture,Chair,FastSupply Co,Road,Bangalore WH,11,1141.39,12555.29,5,12,7,Delayed,Returned,1
ORD00542,2023-05-28,CUST2154,East,Patna,Furniture,Table,ReliableGoods,Sea,Mumbai WH,12,3642.34,43708.08,7,7,0,On-Time,Not Returned,4
ORD00543,2023-09-02,CUST3477,South,Kochi,Sports,Dumbbells,SwiftVendors,Road,Hyderabad WH,10,3105.38,31053.8,5,5,0,On-Time,Not Returned,5
ORD00544,2023-04-20,CUST1862,North,Delhi,Sports,Football,ReliableGoods,Air,Bangalore WH,16,3710.07,59361.12,9,9,0,On-Time,Not Returned,5
ORD00545,2023-05-27,CUST3939,North,Jaipur,Clothing,Shoes,ReliableGoods,Sea,Delhi WH,8,1112.61,8900.88,5,5,0,On-Time,Not Returned,5
ORD00546,2023-12-29,CUST2404,West,Pune,Clothing,Jacket,ReliableGoods,Rail,Mumbai WH,6,3341.72,20050.32,9,9,0,On-Time,Returned,5
ORD00547,2022-12-14,CUST1833,Central,Bhopal,Grocery,Oil,ReliableGoods,Road,Mumbai WH,12,2515.3,30183.6,5,3,-2,Early,Not Returned,5
ORD00548,2022-12-19,CUST3815,North,Lucknow,Furniture,Table,QuickMart Ltd,Road,Delhi WH,8,3726.98,29815.84,4,4,0,On-Time,Not Returned,4
ORD00549,2022-09-18,CUST3597,South,Bangalore,Sports,Football,MegaSource Inc,Air,Kolkata WH,4,1668.87,6675.48,5,5,0,On-Time,Not Returned,4
ORD00550,2022-06-12,CUST4493,South,Hyderabad,Furniture,Sofa,QuickMart Ltd,Road,Delhi WH,8,4455.78,35646.24,8,8,0,On-Time,Not Returned,4
ORD00551,2023-03-23,CUST2081,North,Delhi,Furniture,Sofa,FastSupply Co,Sea,Kolkata WH,18,467.29,8411.22,5,7,2,Delayed,Not Returned,3
ORD00552,2022-03-20,CUST3070,North,Jaipur,Furniture,Chair,MegaSource Inc,Rail,Mumbai WH,5,4045.59,20227.95,4,7,3,Delayed,Returned,2
ORD00553,2023-08-24,CUST3001,Central,Nagpur,Electronics,Tablet,MegaSource Inc,Road,Hyderabad WH,9,4313.53,38821.77,4,4,0,On-Time,Not Returned,5
ORD00554,2023-12-23,CUST2028,North,Jaipur,Sports,Dumbbells,QuickMart Ltd,Rail,Bangalore WH,4,4095.4,16381.6,7,7,0,On-Time,Not Returned,4
ORD00555,2022-01-29,CUST4708,West,Pune,Sports,Football,ReliableGoods,Sea,Kolkata WH,17,2588.0,43996.0,9,9,0,On-Time,Not Returned,4
ORD00556,2022-09-05,CUST4719,Central,Raipur,Clothing,T-Shirt,MegaSource Inc,Rail,Delhi WH,9,2220.01,19980.09,6,6,0,On-Time,Returned,4
ORD00557,2023-06-24,CUST4465,North,Lucknow,Electronics,Laptop,ReliableGoods,Road,Hyderabad WH,1,4981.5,4981.5,3,3,0,On-Time,Not Returned,5
ORD00558,2022-09-23,CUST1208,South,Kochi,Clothing,T-Shirt,FastSupply Co,Air,Kolkata WH,13,1184.4,15397.2,3,3,0,On-Time,Not Returned,5
ORD00559,2022-05-31,CUST1378,North,Lucknow,Sports,Football,QuickMart Ltd,Road,Bangalore WH,16,2757.04,44112.64,5,5,0,On-Time,Not Returned,5
ORD00560,2022-07-05,CUST3598,West,Mumbai,Sports,Dumbbells,MegaSource Inc,Sea,Kolkata WH,13,3369.84,43807.92,7,7,0,On-Time,Not Returned,5
ORD00561,2023-05-04,CUST2734,West,Mumbai,Electronics,Laptop,ReliableGoods,Road,Mumbai WH,14,3519.29,49270.06,5,5,0,On-Time,Not Returned,4
ORD00562,2022-08-04,CUST4397,South,Chennai,Grocery,Pulses,QuickMart Ltd,Rail,Bangalore WH,3,1059.92,3179.76,3,10,7,Delayed,Not Returned,2
ORD00563,2023-02-17,CUST2133,Central,Bhopal,Furniture,Chair,QuickMart Ltd,Sea,Bangalore WH,6,3287.27,19723.62,9,14,5,Delayed,Returned,3
ORD00564,2022-05-14,CUST1180,South,Bangalore,Clothing,Jeans,MegaSource Inc,Road,Kolkata WH,18,4100.93,73816.74,9,9,0,On-Time,Not Returned,5
ORD00565,2023-04-12,CUST1014,North,Chandigarh,Clothing,Jeans,FastSupply Co,Air,Mumbai WH,19,297.59,5654.21,9,9,0,On-Time,Not Returned,5
ORD00566,2022-07-31,CUST2366,South,Chennai,Clothing,T-Shirt,MegaSource Inc,Rail,Bangalore WH,5,4562.03,22810.15,4,4,0,On-Time,Not Returned,4
ORD00567,2022-07-04,CUST4158,Central,Nagpur,Electronics,Tablet,ReliableGoods,Rail,Bangalore WH,15,196.05,2940.75,6,6,0,On-Time,Not Returned,4
ORD00568,2022-03-03,CUST1535,East,Kolkata,Furniture,Chair,FastSupply Co,Air,Bangalore WH,2,1812.06,3624.12,7,9,2,Delayed,Not Returned,4
ORD00569,2023-12-25,CUST3609,South,Kochi,Clothing,Shoes,SwiftVendors,Sea,Hyderabad WH,10,128.28,1282.8,4,4,0,On-Time,Not Returned,4
ORD00570,2022-06-30,CUST2072,Central,Nagpur,Grocery,Flour,MegaSource Inc,Air,Mumbai WH,18,431.87,7773.66,6,9,3,Delayed,Returned,1
ORD00571,2022-06-29,CUST1661,East,Kolkata,Grocery,Flour,FastSupply Co,Sea,Delhi WH,13,4560.28,59283.64,7,14,7,Delayed,Returned,2
ORD00572,2023-10-21,CUST4036,Central,Bhopal,Sports,Cricket Bat,SwiftVendors,Rail,Mumbai WH,5,1806.56,9032.8,7,7,0,On-Time,Returned,5
